zona,tipo,fuente,id,lat,lon,area_terreno_m2,area_const_m2,precio_usd,moneda,unico,url
urubo,terreno,c21,103572,-17.7555178,-63.24270620000001,728,,131793,BOB,false,https://c21.com.bo/propiedad/103572_terrenos-en-venta-condominio-bella-flor
urubo,terreno,c21,101594,-17.7543559,-63.2455756,898,700,193966,BOB,false,https://c21.com.bo/propiedad/101594_terreno-en-el-urubo-condominio-privado-florida-1
urubo,terreno,c21,99969,-17.755237,-63.24504520000001,474,,73420,BOB,false,https://c21.com.bo/propiedad/99969_terreno-en-venta-condominio-florida-2-urubo
urubo,terreno,c21,98971,-17.755237,-63.24504520000001,459,,70000,BOB,false,https://c21.com.bo/propiedad/98971_hermoso-terreno-en-venta-condominio-florida-2
urubo,terreno,c21,98411,-17.755237,-63.24504520000001,452,,47000,BOB,false,https://c21.com.bo/propiedad/98411_terreno-en-venta-condominio-florida-2-urubo
urubo,terreno,c21,93837,-17.740448126836725,-63.24594925365598,3707.95,,260489,BOB,true,https://c21.com.bo/propiedad/93837_terreno-en-venta-urubo
urubo,terreno,c21,113252,-17.7498234,-63.2263653,881.55,,352000,BOB,true,https://c21.com.bo/propiedad/113252_terreno-en-venta-la-hacienda-del-urubo
urubo,terreno,c21,112658,-17.749230748727047,-63.2253782470825,1248,,707343,BOB,true,https://c21.com.bo/propiedad/112658_terreno-en-venta-en-la-hacienda-del-urubo
urubo,terreno,c21,112342,-17.7466951,-63.2204416,1046.1,,241054,BOB,true,https://c21.com.bo/propiedad/112342_terreno-en-venta
urubo,terreno,c21,112341,-17.7466951,-63.2204416,823.75,823.75,189817,BOB,false,https://c21.com.bo/propiedad/112341_terreno-en-venta
urubo,terreno,c21,113002,-17.7466951,-63.2204416,1052.19,,363506,BOB,false,https://c21.com.bo/propiedad/113002_terreno-en-modulo-8-hermosa-vista-a-la-cancha-de-golf
urubo,terreno,c21,111533,-17.746620081173592,-63.2204146238342,1131,,316918,BOB,true,https://c21.com.bo/propiedad/111533_terreno-exclusivo-en-urubo-golf
urubo,terreno,c21,110507,-17.7466951,-63.2204416,993.9,,264183,BOB,false,https://c21.com.bo/propiedad/110507_oportunidad-de-terreno-urubo-golf-country-club
urubo,terreno,c21,109904,-17.746860124013686,-63.22572156983641,1086,1086,608534,BOB,true,https://c21.com.bo/propiedad/109904_hacienda-del-urubo
urubo,terreno,c21,109887,-17.757473010486986,-63.23247677824983,502,,222701,BOB,true,https://c21.com.bo/propiedad/109887_exclusivo-terreno-en-venta-urb-scz-la-vieja-urubo
urubo,terreno,c21,110021,-17.750886871156442,-63.22869950622101,998.38,,329885,BOB,true,https://c21.com.bo/propiedad/110021_terreno-en-venta-en-villa-bonita-urubo
urubo,terreno,c21,109505,-17.754182221401503,-63.239260645461236,8136,,818276,BOB,true,https://c21.com.bo/propiedad/109505_terreno-en-venta-en-el-urubo
urubo,terreno,c21,109501,-17.749072454295174,-63.226315483666966,1290.97,,701149,BOB,true,https://c21.com.bo/propiedad/109501_hermoso-terreno-en-venta-condominio-la-hacienda-del-urubo
urubo,terreno,c21,107646,-17.7466951,-63.2204416,1125.39,,243391,BOB,false,https://c21.com.bo/propiedad/107646_terreno-en-venta-el-urubo-golf-modulo-5
urubo,terreno,c21,109575,-17.7466951,-63.2204416,1029.56,,303720,BOB,false,https://c21.com.bo/propiedad/109575_terreno-en-venta-en-urubo-golf
urubo,terreno,c21,105982,-17.75002052152674,-63.225748201538075,10000,,1293103,BOB,true,https://c21.com.bo/propiedad/105982_terreno-en-venta-en-urubo-villa-bonita
urubo,terreno,c21,106268,-17.7466951,-63.2204416,752.5,,237069,BOB,false,https://c21.com.bo/propiedad/106268_terreno-urubo-golf-modulo-10
urubo,terreno,c21,102129,-17.75201525769179,-63.22923372707517,877,,181034,BOB,true,https://c21.com.bo/propiedad/102129_terreno-en-venta-urubo-villa-bonita
urubo,terreno,c21,103903,-17.7466951,-63.2204416,843.37,,231322,BOB,false,https://c21.com.bo/propiedad/103903_terreno-en-venta-en-urubo-golf-modulo-7
urubo,terreno,c21,103786,-17.7466951,-63.2204416,960.81,,171024,BOB,false,https://c21.com.bo/propiedad/103786_terreno-en-venta-urubo-golf
urubo,terreno,c21,104422,-17.750829967698646,-63.22648714504392,859.31,859.31,449425,BOB,true,https://c21.com.bo/propiedad/104422_terreno-en-venta-hacienda-del-urubo
urubo,terreno,c21,103279,-17.755070408633962,-63.23822449169309,642,642,16092,BOB,true,https://c21.com.bo/propiedad/103279_terreno-en-venta-con-urubo-cond-villa-real
urubo,terreno,c21,103333,-17.7498234,-63.2263653,976,,345000,BOB,false,https://c21.com.bo/propiedad/103333_hacienda-del-urubo-terreno-en-venta
urubo,terreno,c21,103128,-17.740441330815372,-63.230929445724264,1071.44,,253235,BOB,true,https://c21.com.bo/propiedad/103128_terreno-en-venta-en-condominio-urubo-golf-modulo-2-a
urubo,terreno,c21,103118,-17.740450997342194,-63.23075053035746,1010.13,,238745,BOB,true,https://c21.com.bo/propiedad/103118_terreno-en-venta-en-condominio-urubo-golf-modulo-2-a
urubo,terreno,c21,99990,-17.740334103322777,-63.229067584191895,1045.79,1045.79,245000,BOB,true,https://c21.com.bo/propiedad/99990_herrmoso-terreno-en-condominio-urubo-golf-modulo-2a
urubo,terreno,c21,98954,-17.7498234,-63.2263653,1095,,407529,BOB,false,https://c21.com.bo/propiedad/98954_terreno-en-venta-la-hacienda-del-urubo
urubo,terreno,c21,99609,-17.7498234,-63.2263653,957.85,,385000,BOB,false,https://c21.com.bo/propiedad/99609_terreno-en-venta-en-condominio-la-hacienda-del-urubo
urubo,terreno,c21,93647,-17.7466951,-63.2204416,1091.38,,278017,BOB,false,https://c21.com.bo/propiedad/93647_terreno-en-venta
urubo,terreno,c21,112528,-17.731514364712446,-63.265651309962394,6267,,189091,BOB,true,https://c21.com.bo/propiedad/112528_oportunidad-terreno-rustico-urubo
urubo,terreno,c21,106829,-17.73163211139672,-63.26547708146666,7101.62,,184353,BOB,true,https://c21.com.bo/propiedad/106829_terreno-en-venta-lomas-del-urubo
urubo,terreno,c21,110114,-17.732865732845216,-63.245090946771214,1000,,100575,BOB,true,https://c21.com.bo/propiedad/110114_terreno-en-venta-urbanizacion-abierta-zona-colinas-del-urubo-puerto-ichilo
urubo,terreno,c21,107500,-17.7330659,-63.2501443,1000,,140805,BOB,true,https://c21.com.bo/propiedad/107500_terreno-en-venta-laguna-vista-urubo
urubo,terreno,c21,107499,-17.7330659,-63.2501443,677.78,,92026,BOB,false,https://c21.com.bo/propiedad/107499_terrenos-en-venta-en-laguna-vista-urubo
urubo,terreno,c21,104252,-17.733060790467587,-63.25013357116394,813.95,,114608,BOB,false,https://c21.com.bo/propiedad/104252_terreno-en-venta-dentro-de-condominio
urubo,terreno,c21,113003,-17.732109519619236,-63.22443257293851,907,,161446,BOB,true,https://c21.com.bo/propiedad/113003_terreno-en-venta-en-condominio-colinas-del-urubo-sector-las-palmeras
urubo,terreno,c21,110183,-17.72716339766276,-63.22404097042234,450.92,,16882,BOB,true,https://c21.com.bo/propiedad/110183_terreno-en-venta-en-colinas-del-urubo-sector-las-palmeras
urubo,terreno,c21,111133,-17.72730646922326,-63.223869309045384,459.12,,17190,BOB,true,https://c21.com.bo/propiedad/111133_terreno-en-venta-en-colinas-del-urubo-sector-las-palmeras-ii
urubo,terreno,c21,108051,-17.729650186098283,-63.22770502201233,1130,,385057,BOB,true,https://c21.com.bo/propiedad/108051_terreno-en-venta-en-urubo-golf
urubo,terreno,c21,107034,-17.730395254171473,-63.231923982717106,1.052,,252543,BOB,true,https://c21.com.bo/propiedad/107034_terreno-en-venta-urubo-golf-modulo-8
urubo,terreno,c21,107561,-17.734968631643774,-63.228258749176014,1369.4,,342350,BOB,true,https://c21.com.bo/propiedad/107561_terreno-en-venta-urubo-golf-modulo-3-lote-27
urubo,terreno,c21,109023,-17.738152330192705,-63.23062847576291,995.69,,266164,BOB,true,https://c21.com.bo/propiedad/109023_terreno-en-venta-en-urubo-golf
urubo,terreno,c21,106286,-17.73042297226789,-63.232364378465256,1343,,376272,BOB,true,https://c21.com.bo/propiedad/106286_terreno-en-venta-urubo-golf
urubo,terreno,c21,103278,-17.72727930222107,-63.23177125087891,1132,,272989,BOB,true,https://c21.com.bo/propiedad/103278_terreno-en-venta-urubo-golf-en-santa-cruz-lote-40-modulo-9
urubo,terreno,c21,103275,-17.729794996534782,-63.23292027669678,1132,1132,258621,BOB,true,https://c21.com.bo/propiedad/103275_terreno-en-venta-urubo-golf
urubo,terreno,c21,103281,-17.727911967241692,-63.23520432434232,1130,,226000,BOB,true,https://c21.com.bo/propiedad/103281_terreno-en-venta-urubo-golf
urubo,terreno,c21,103194,-17.72726559164606,-63.233289227105686,2295.45,,507902,BOB,true,https://c21.com.bo/propiedad/103194_terreno-en-venta-en-condominio-urubo-golf-modulo-9
urubo,terreno,c21,101054,-17.727694805740345,-63.23238800487668,1059.94,,234527,BOB,true,https://c21.com.bo/propiedad/101054_terreno-en-venta-en-condominio-urubo-golf-modulo-9
urubo,terreno,c21,88652,-17.736810252790967,-63.224062428094456,4999,4999,60086,BOB,true,https://c21.com.bo/propiedad/88652_terrenos-en-venta-en-el-urubo
urubo,terreno,c21,112363,-17.732559160300422,-63.220822319604466,1005,,242529,BOB,true,https://c21.com.bo/propiedad/112363_terreno-en-venta-en-colinas-del-urubo-sector-las-palmeras
urubo,terreno,c21,112364,-17.732611601726326,-63.22038151107007,1133,,272989,BOB,true,https://c21.com.bo/propiedad/112364_terreno-en-venta-en-colinas-del-urubo-sector-las-palmeras
urubo,casa,c21,103708,-17.832684633327975,-63.264751858711634,1589.11,450,412356,BOB,true,https://c21.com.bo/propiedad/103708_casa-rentable-en-venta-con-tres-departamentos-2d
urubo,casa,c21,102524,-17.838673396026593,-63.26120463728944,371.73,128.12,120690,BOB,true,https://c21.com.bo/propiedad/102524_casa-en-obra-gris-en-venta-zona-sur-km-9-doble-via-la-guardia
urubo,casa,c21,110306,-17.839195072190254,-63.24302832979126,194,166,105603,BOB,true,https://c21.com.bo/propiedad/110306_casa-en-venta-zona-doble-via-guardia
urubo,casa,c21,103486,-17.8366349,-63.25194269999999,280,160,149425,BOB,true,https://c21.com.bo/propiedad/103486_vendo-casa-a-estrenar-8o-anillo-doble-via-la-guardia-us-130-000
urubo,casa,c21,112865,-17.838498052854316,-63.22509491887129,293,675,251437,BOB,true,https://c21.com.bo/propiedad/112865_en-santa-cruz-casa-comercial-en-venta
urubo,casa,c21,106515,-17.83835093486119,-63.225760079727564,178,144,106609,BOB,true,https://c21.com.bo/propiedad/106515_casa-en-venta-en-zona-sur
urubo,casa,c21,98184,-17.826494462088466,-63.231609974621584,2020.94,429,452874,BOB,true,https://c21.com.bo/propiedad/98184_casa-comercial-en-esquina-ubicacion-estrategica-zona-oeste
urubo,casa,c21,112593,-17.80824619351282,-63.270797237969944,346.26,212.45,210000,BOB,true,https://c21.com.bo/propiedad/112593_casa-a-estrenar-cond-mar-adentro
urubo,casa,c21,109772,-17.81168598901987,-63.22526840090791,154.03,150,150862,BOB,true,https://c21.com.bo/propiedad/109772_casa-en-venta-barrio-jardin-latino-5-anillo-radial-17-1-2
urubo,casa,c21,107360,-17.812735533103023,-63.22394741296807,160,147,150862,BOB,true,https://c21.com.bo/propiedad/107360_casa-en-venta
urubo,casa,c21,84485,-17.81080201886363,-63.222673405957025,240,289,206178,BOB,true,https://c21.com.bo/propiedad/84485_el-hogar-que-sonaste-te-espera
urubo,casa,c21,96672,-17.811596611501102,-63.225112832785044,171,154,155891,BOB,true,https://c21.com.bo/propiedad/96672_casa-en-en-venta-de-3-suites
urubo,casa,c21,104919,-17.799688164298296,-63.2238750355957,360,110,139700,BOB,true,https://c21.com.bo/propiedad/104919_invierte-en-tu-paz-y-tranquilidad-para-tu-familia-rodeado-de-la-naturaleza
urubo,casa,c21,109516,-17.77296770684132,-63.30652962646634,439.48,1,78448,BOB,true,https://c21.com.bo/propiedad/109516_casa-en-venta-a-estrenar-en-esquina-urb-ciudad-del-urubo
urubo,casa,c21,106481,-17.76182425284172,-63.2289333196655,250,200,210000,BOB,true,https://c21.com.bo/propiedad/106481_casa-en-venta-a-estrenar-urubo
urubo,casa,c21,106065,-17.763193382306305,-63.23345015964658,360,260,334914,BOB,true,https://c21.com.bo/propiedad/106065_casa-en-venta-a-estrenar
urubo,casa,c21,98549,-17.748765909492274,-63.25124393425138,665,388.15,200144,BOB,true,https://c21.com.bo/propiedad/98549_casa-en-venta-en-urbanizacion-en-zona-de-mayor-plusvalia-en-urubo
urubo,casa,c21,110811,-17.74817325471812,-63.232066139794895,261.12,182.62,272989,BOB,true,https://c21.com.bo/propiedad/110811_casa-en-preventa-z-villa-bonita
urubo,casa,c21,107875,-17.75284021216788,-63.22657003445433,252.3,245,344828,BOB,true,https://c21.com.bo/propiedad/107875_casas-en-pre-venta-en-el-urubo-villa-bonita
urubo,casa,c21,107874,-17.75284021216788,-63.22657003445433,206.22,245,334770,BOB,false,https://c21.com.bo/propiedad/107874_casas-en-pre-venta-en-el-urubo-villa-bonita
urubo,casa,c21,107726,-17.75284021216788,-63.22657003445433,273.37,245,344828,BOB,false,https://c21.com.bo/propiedad/107726_casas-en-pre-venta-en-el-urubo-villa-bonita
urubo,casa,c21,109314,-17.758268554238814,-63.23587487659604,470,335,474138,BOB,true,https://c21.com.bo/propiedad/109314_casa-en-venta-cond-santa-cruz-la-vieja
zona-norte,terreno,remax,120099006-225,-17.74181991,-63.1824559,422,1,158000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-120099006-225
urubo,terreno,remax,120088007-56,-17.82830936,-63.23011616,456,,173000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-suroeste-120088007-56
zona-norte,terreno,remax,120033113-13,-17.70911751,-63.13911407,405.64,,25000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-noreste-120033113-13
zona-norte,terreno,remax,1200796312-142,-17.75363014,-63.16216208,252,,150000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-1200796312-142
zona-norte,terreno,remax,120088054-16,-17.74189144,-63.17057668,2976.28,,1650000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-120088054-16
zona-norte,terreno,remax,125001005-1481,-17.70314358,-63.15952599,37090,,14836000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-125001005-1481
urubo,terreno,remax,125001005-1493,-17.83364078,-63.23513801,5493,,1210000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-sur-125001005-1493
urubo,terreno,remax,125001005-1494,-17.74799181,-63.22709031,881,,379067,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-urubo-125001005-1494
zona-norte,terreno,remax,120099006-214,-17.70541768,-63.18632063,300,1,62000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-120099006-214
urubo,terreno,remax,120099005-30,-17.73503465,-63.22923949,1116,,210000,USD,true,https://remax.bo/propiedad/venta-terreno-120099005-30
zona-norte,terreno,remax,120034004-196,-17.686282,-63.144009,295,,85000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-120034004-196
urubo,terreno,remax,120064023-122,-17.79249681,-63.30734608,,300,15000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-urubo-120064023-122
urubo,terreno,remax,1250026014-7,-17.730211,-63.236362,1123.35,,224670,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-urubo-1250026014-7
urubo,terreno,remax,1250026014-8,-17.730211,-63.236362,1198.02,,239604,USD,false,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-urubo-1250026014-8
urubo,terreno,remax,1250026014-9,-17.730211,-63.236362,1148.3,,229660,USD,false,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-urubo-1250026014-9
zona-norte,terreno,remax,120078027-1,-17.72135095,-63.14131377,180,18,70500,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-120078027-1
zona-norte,terreno,remax,120099008-291,-17.73162149,-63.16063643,791.38,,200000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-120099008-291
zona-norte,terreno,remax,120034022-409,-17.7376296,-63.1571768,262,262,62356,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-120034022-409
zona-norte,terreno,remax,1200346183-2,-17.74805312,-63.17254338,1686,585,1199000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-1200346183-2
zona-norte,terreno,remax,125001007-1542,-17.73049738,-63.16322962,3103,,1300000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-125001007-1542
zona-norte,terreno,remax,125001358-2,-17.72845353,-63.16962832,3899,,1650000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-radial-26-125001358-2
zona-norte,terreno,remax,120116006-45,-17.71050749,-63.16376989,840,,200000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-120116006-45
urubo,terreno,remax,120042014-116,-17.82448942,-63.23412897,200,200,26000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-doble-via-la-guardia-120042014-116
urubo,terreno,remax,1200796318-5,-17.7448612,-63.2377313,300,,8045.977011494253,USD,true,https://remax.bo/propiedad/terreno-santa-cruz-de-la-sierra-urubo-1200796318-5
zona-norte,terreno,remax,125001292-164,-17.72110568,-63.15026164,1500,,600000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-125001292-164
urubo,terreno,remax,1200434348-2,-17.74934061,-63.23492283,,450.5,13577.586206896553,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-urubo-1200434348-2
urubo,terreno,remax,1200404332-8,-17.79049453,-63.29142101,394.09,,14000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-1200404332-8
urubo,terreno,remax,1200346197-1,-17.75849583,-63.2460549,863.28,,119000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-urubo-1200346197-1
urubo,terreno,remax,125001007-1606,-17.74410885,-63.22537448,935.16,,364000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-urubo-125001007-1606
urubo,terreno,remax,120045107-24,-17.78264864,-63.28305227,379.36,,18103.44827586207,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-urubo-120045107-24
urubo,terreno,remax,1200404325-23,-17.78481446,-63.27113533,394.09,,14900,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-urubo-1200404325-23
urubo,terreno,remax,1200404325-24,-17.78512095,-63.27127353,394,,14900,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-urubo-1200404325-24
zona-norte,terreno,remax,120040017-142,-17.72518331,-63.16000335,444.94,100,180000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-120040017-142
zona-norte,terreno,remax,120079034-12,-17.73848862,-63.19293054,312,,110000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-120079034-12
zona-norte,terreno,remax,120016164-12,-17.7376296,-63.1571768,300,,15000,USD,false,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-120016164-12
zona-norte,terreno,remax,120033133-34,-17.68932967,-63.18121466,875,,262500,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-banzer-km9-y-km10-120033133-34
zona-norte,terreno,remax,1200996283-60,-17.71035163,-63.16321671,482.66,,120665,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-el-remanso-1200996283-60
zona-norte,terreno,remax,120034022-416,-17.72115678,-63.14130306,180,,54311,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-120034022-416
urubo,terreno,remax,1200886324-2,-17.780352,-63.32415,1280,,60000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-1200886324-2
zona-norte,terreno,remax,120107318-7,-17.7376296,-63.1571768,,,21000,USD,false,https://remax.bo/propiedad/venta-terreno-120107318-7
zona-norte,terreno,remax,125001007-1566,-17.689698,-63.180023,189.36,,18936,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-radial-26-125001007-1566
zona-norte,terreno,remax,125001007-1551,-17.73009883,-63.15324558,3798,,1900000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-125001007-1551
zona-norte,terreno,remax,125001007-1554,-17.6898,-63.179975,288.44,,28844,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-radial-26-125001007-1554
zona-norte,terreno,remax,125001007-1557,-17.68969765,-63.18002343,190.5,,19050,USD,false,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-radial-26-125001007-1557
zona-norte,terreno,remax,125001007-1563,-17.68969765,-63.18002343,201.36,,20136,USD,false,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-radial-26-125001007-1563
zona-norte,terreno,remax,125001005-1482,-17.70313846,-63.15660774,29492,,7314071,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-125001005-1482
zona-norte,terreno,remax,125001005-1483,-17.70314357,-63.15659702,29546,,7327574,USD,false,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-125001005-1483
zona-norte,terreno,remax,125001005-1484,-17.70041461,-63.15931678,19891,,6962130,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-125001005-1484
urubo,terreno,remax,120034077-108,-17.81084321,-63.27043537,652.16,1,104345.6,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-urubo-120034077-108
urubo,terreno,remax,120034077-109,-17.81084321,-63.27043537,638.58,1,102172.8,USD,false,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-urubo-120034077-109
urubo,terreno,remax,120034077-110,-17.81084321,-63.27043537,663.28,1,106124.8,USD,false,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-urubo-120034077-110
urubo,terreno,remax,120034077-112,-17.81084321,-63.27043537,675.56,1,102172.8,USD,false,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-urubo-120034077-112
urubo,terreno,remax,120034077-113,-17.81084321,-63.27043537,630.39,1,113470.2,USD,false,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-urubo-120034077-113
urubo,terreno,remax,125001284-203,-17.74435408,-63.23859171,278.47,,32000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-urubo-125001284-203
zona-norte,terreno,remax,125002154-53,-17.69777248,-63.16013217,1046,,215517.24137931035,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-125002154-53
urubo,terreno,remax,125001325-149,-17.7642176,-63.24056494,392.74,,17000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-urubo-125001325-149
urubo,terreno,remax,125001292-189,-17.79756371,-63.26442459,408,,63000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-urubo-125001292-189
zona-norte,terreno,remax,120107303-3,-17.709614,-63.142518,300,,12100,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-noreste-120107303-3
zona-norte,terreno,remax,120107318-6,-17.7376296,-63.1571768,480.93,,159770.11494252874,USD,false,https://remax.bo/propiedad/venta-terreno-120107318-6
urubo,terreno,remax,120034022-403,-17.77531323,-63.24927859,756,1,360775,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-urubo-120034022-403
zona-norte,terreno,remax,120107303-6,-17.7376296,-63.1571768,290,,84000,USD,false,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-120107303-6
zona-norte,terreno,remax,120033061-97,-17.70627621,-63.14621735,457.96,,82000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-120033061-97
zona-norte,terreno,remax,120098003-39,-17.70715518,-63.14417833,180,,32000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-120098003-39
zona-norte,terreno,remax,120098003-40,-17.70715518,-63.14417833,180,,32000,USD,false,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-120098003-40
urubo,terreno,remax,1200434360-1,-17.78185169,-63.25434198,1000,,115000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-oeste-1200434360-1
urubo,terreno,remax,1200346203-2,-17.73771376,-63.2301193,819,,238000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-urubo-1200346203-2
zona-norte,terreno,remax,120034109-56,-17.69159884,-63.1703135,360,,40000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-banzer-km9-y-km10-120034109-56
zona-norte,terreno,remax,120034109-57,-17.69145563,-63.17065936,360,,40000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-banzer-km9-y-km10-120034109-57
zona-norte,terreno,remax,120034170-204,-17.67784029,-63.15009656,14367,,1142216,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-120034170-204
urubo,terreno,remax,1200166341-6,-17.7448612,-63.2377313,500,,32000,USD,false,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-urubo-1200166341-6
zona-norte,terreno,remax,120034044-235,-17.74846185,-63.17275987,1686,,1199000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-120034044-235
zona-norte,terreno,remax,120034125-87,-17.71452194,-63.13564412,8907.85,,780000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-120034125-87
zona-norte,terreno,remax,120034077-133,-17.71816237,-63.1596601,2891.29,1,1734774,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-120034077-133
zona-norte,terreno,remax,120107318-2,-17.7376296,-63.1571768,,,16091.954022988506,USD,false,https://remax.bo/propiedad/venta-departamento-120107318-2
zona-norte,terreno,remax,120107318-5,-17.7376296,-63.1571768,,,16091.954022988506,USD,false,https://remax.bo/propiedad/venta-terreno-120107318-5
zona-norte,terreno,remax,120034083-40,-17.68802124,-63.13533424,12884.24,,1288424,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-120034083-40
zona-norte,terreno,remax,1200456189-7,-17.73031343,-63.15098022,666,,399600,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-norte-1200456189-7
zona-norte,terreno,remax,120116002-16,-17.70789106,-63.14522947,457.95,0.01,60000,USD,true,https://remax.bo/propiedad/venta-terreno-santa-cruz-de-la-sierra-120116002-16
urubo,casa,remax,1200796319-130,-17.82089411,-63.22348595,449,380,350000,USD,true,https://remax.bo/propiedad/casa-santa-cruz-de-la-sierra-sur-1200796319-130
zona-norte,casa,remax,1200164217-37,-17.69863105,-63.16698738,293.89,171.33,161000,USD,true,https://remax.bo/propiedad/venta-casa-santa-cruz-de-la-sierra-norte-1200164217-37
